Invoice_Number,BOL_Number,Carrier,Invoice_Date,Invoice_Currency,Billed_Weight_KG,Billed_Base_Rate,Billed_Fuel_Surcharge,Billed_Demurrage_Amount,Billed_Detention_Amount,Billed_Total_Amount
INV-2026-5235,BOL202600235,MSC,2026-05-06,USD,27119.9,1635.0,163.5,0.0,120.0,1918.5
INV-2026-5236,BOL202600236,COSCO,2026-04-11,EUR,12089.5,2254.0,167.0,650.0,40.0,3111.0
INV-2026-5237,BOL202600237,CMA CGM,2026-02-04,USD,11987.8,811.0,81.1,100.0,200.0,1192.1
INV-2026-5238,BOL202600238,Maersk,2026-01-31,USD,21017.5,2092.0,291.0,650.0,320.0,3353.0
INV-2026-5239,BOL202600239,CMA CGM,2026-04-13,VND,24025.5,79698500.0,3895500.0,6125000.0,2940000.0,92659000.0
INV-2026-5240,BOL202600240,ONE,2026-03-27,USD,24460.8,1788.0,202.0,0.0,80.0,2070.0
INV-2026-5241,BOL202600241,ONE,2026-04-13,USD,11459.2,2579.0,120.0,0.0,0.0,2699.0
INV-2026-5242,BOL202600242,COSCO,2026-05-24,USD,13619.1,3467.0,145.0,200.0,0.0,3812.0
INV-2026-5243,BOL202600243,COSCO,2026-01-30,USD,25810.5,686.0,102.9,350.0,0.0,1138.9
INV-2026-5244,BOL202600244,Maersk,2026-05-24,USD,11429.3,2629.0,315.48,0.0,120.0,3064.48
INV-2026-5245,BOL202600245,Maersk,2026-05-01,USD,26718.8,2092.0,291.0,250.0,320.0,2953.0
INV-2026-5246,BOL202600246,MSC,2026-02-25,USD,10135.6,849.0,101.88,0.0,120.0,1070.88
INV-2026-5247,BOL202600247,MSC,2026-04-23,USD,14411.0,749.0,222.0,200.0,320.0,1491.0
INV-2026-5248,BOL202600248,Evergreen,2026-05-20,USD,22039.1,3264.0,391.68,550.0,80.0,4285.68
INV-2026-5249,BOL202600249,MSC,2026-05-01,EUR,12237.3,2286.0,251.0,450.0,0.0,2987.0
INV-2026-5250,BOL202600250,Evergreen,2026-04-02,VND,21047.6,56742000.0,4410000.0,15925000.0,1960000.0,79037000.0
INV-2026-5251,BOL202600251,COSCO,2026-03-17,EUR,14728.7,2254.0,167.0,650.0,0.0,3071.0
INV-2026-5252,BOL202600252,CMA CGM,2026-06-05,USD,17993.3,1244.0,174.0,0.0,160.0,1578.0
INV-2026-5253,BOL202600253,ONE,2026-02-01,EUR,12111.7,2426.0,182.0,50.0,240.0,2898.0
INV-2026-5254,BOL202600254,COSCO,2026-06-14,USD,25271.2,686.0,102.9,0.0,280.0,1068.9
INV-2026-5255,BOL202600255,ONE,2026-02-05,VND,10637.2,1535.0,279.0,450.0,160.0,2424.0
INV-2026-5256,BOL202600256,Maersk,2026-06-06,USD,18016.8,2163.0,259.56,50.0,360.0,2832.56
INV-2026-5257,BOL202600257,Evergreen,2026-05-03,USD,18602.5,2371.0,170.0,0.0,0.0,2541.0
INV-2026-5258,BOL202600258,MSC,2026-04-12,USD,13251.2,1016.0,279.0,150.0,40.0,1485.0
INV-2026-5259,BOL202600259,COSCO,2026-05-03,USD,16999.8,2997.0,299.7,0.0,0.0,3296.7
INV-2026-5260,BOL202600260,MSC,2026-02-22,USD,22210.8,2358.0,145.0,50.0,320.0,2873.0
INV-2026-5261,BOL202600261,CMA CGM,2026-03-10,USD,10181.6,1645.0,262.0,100.0,240.0,2247.0
INV-2026-5262,BOL202600262,Evergreen,2026-06-07,USD,12030.9,1471.0,266.0,350.0,0.0,2087.0
INV-2026-5263,BOL202600263,MSC,2026-02-05,VND,14351.7,43732500.0,4005750.0,0.0,8820000.0,56558250.0
INV-2026-5264,BOL202600264,ONE,2026-06-18,EUR,18172.5,2988.0,283.8,100.0,200.0,3571.8
INV-2026-5265,BOL202600265,Evergreen,2026-03-15,USD,22373.3,2371.0,170.0,250.0,280.0,3071.0
INV-2026-5266,BOL202600266,CMA CGM,2026-02-25,USD,10041.1,942.0,113.04,0.0,0.0,1055.04
INV-2026-5267,BOL202600267,Evergreen,2026-05-30,USD,12401.4,3302.0,472.8,150.0,280.0,4204.8
INV-2026-5268,BOL202600268,Evergreen,2026-05-14,USD,16660.1,3043.0,293.0,100.0,80.0,3516.0
INV-2026-5269,BOL202600269,COSCO,2026-02-18,USD,20773.2,2730.0,409.5,0.0,0.0,3139.5
INV-2026-5270,BOL202600270,Evergreen,2026-06-02,EUR,11102.8,1495.0,179.4,550.0,80.0,2304.4
INV-2026-5271,BOL202600271,CMA CGM,2026-04-24,EUR,15902.7,1446.0,289.0,200.0,0.0,1935.0
INV-2026-5272,BOL202600272,Maersk,2026-04-04,USD,25549.7,882.0,132.3,350.0,240.0,1604.3
INV-2026-5273,BOL202600273,MSC,2026-03-30,USD,13728.0,1019.0,254.0,450.0,360.0,2083.0
INV-2026-5274,BOL202600274,Evergreen,2026-02-04,USD,21635.4,1471.0,266.0,0.0,160.0,1897.0
INV-2026-5275,BOL202600275,ONE,2026-04-04,VND,10958.3,2838.0,283.8,350.0,0.0,3471.8
INV-2026-5276,BOL202600276,COSCO,2026-02-14,EUR,24356.6,1770.0,126.0,150.0,360.0,2406.0
INV-2026-5277,BOL202600277,CMA CGM,2026-05-10,EUR,11358.4,1499.0,162.0,250.0,0.0,1911.0
INV-2026-5278,BOL202600278,Maersk,2026-05-03,EUR,10996.5,2811.0,337.32,0.0,0.0,3148.32
INV-2026-5279,BOL202600279,Maersk,2026-04-10,USD,24816.7,1447.0,297.0,550.0,360.0,2654.0
INV-2026-5280,BOL202600280,CMA CGM,2026-04-22,USD,13737.8,3172.0,239.0,0.0,200.0,3611.0
INV-2026-5281,BOL202600281,Evergreen,2026-02-20,USD,17193.1,2709.0,255.0,50.0,0.0,3014.0
INV-2026-5282,BOL202600282,MSC,2026-06-18,USD,13322.2,1019.0,254.0,200.0,80.0,1553.0
INV-2026-5283,BOL202600283,ONE,2026-02-20,VND,20976.9,39028500.0,4683420.0,8575000.0,4900000.0,57186920.0
INV-2026-5284,BOL202600284,CMA CGM,2026-02-05,EUR,15244.7,1589.0,184.0,550.0,0.0,2323.0
INV-2026-5285,BOL202600285,COSCO,2026-05-04,USD,20834.9,2549.0,232.0,750.0,0.0,3531.0
INV-2026-5286,BOL202600286,COSCO,2026-02-09,VND,18895.3,56913500.0,7252000.0,0.0,0.0,64165500.0
INV-2026-5287,BOL202600287,Maersk,2026-05-19,USD,12236.7,882.0,132.3,0.0,40.0,1054.3
INV-2026-5288,BOL202600288,MSC,2026-02-27,USD,15955.8,1236.0,137.0,450.0,0.0,1823.0
INV-2026-5289,BOL202600289,Maersk,2026-06-27,USD,11199.8,1103.0,110.3,0.0,240.0,1453.3
INV-2026-5290,BOL202600290,MSC,2026-05-21,VND,10683.1,57771000.0,3552500.0,0.0,0.0,61323500.0
INV-2026-5291,BOL202600291,COSCO,2026-06-28,USD,16320.0,942.0,79.2,50.0,240.0,1311.2
INV-2026-5292,BOL202600292,Maersk,2026-05-15,EUR,24532.9,2825.0,239.0,0.0,120.0,3184.0
INV-2026-5293,BOL202600293,MSC,2026-02-27,USD,19871.6,2033.0,304.95,0.0,200.0,2537.95
INV-2026-5294,BOL202600294,CMA CGM,2026-05-24,EUR,12195.8,1499.0,162.0,450.0,240.0,2351.0
INV-2026-5295,BOL202600295,Evergreen,2026-03-23,USD,22510.7,2371.0,170.0,100.0,160.0,2801.0
INV-2026-5296,BOL202600296,ONE,2026-06-05,VND,18038.3,71295000.0,5782000.0,0.0,0.0,77077000.0
INV-2026-5297,BOL202600297,MSC,2026-02-04,USD,10468.9,3207.0,320.7,0.0,120.0,3647.7
INV-2026-5298,BOL202600298,ONE,2026-06-15,EUR,25993.7,931.0,111.72,0.0,0.0,1042.72
INV-2026-5299,BOL202600299,Evergreen,2026-03-29,EUR,22659.8,1495.0,179.4,0.0,40.0,1714.4
INV-2026-5300,BOL202600300,MSC,2026-06-29,USD,23427.6,1019.0,254.0,0.0,40.0,1313.0
INV-2026-5301,BOL202600301,Maersk,2026-04-23,VND,10451.3,2811.0,337.32,100.0,200.0,3448.32
INV-2026-5302,BOL202600302,CMA CGM,2026-06-15,USD,13011.7,1645.0,262.0,250.0,80.0,2237.0
INV-2026-5303,BOL202600303,CMA CGM,2026-03-20,EUR,19626.6,1790.0,214.8,150.0,120.0,2274.8
INV-2026-5304,BOL202600304,ONE,2026-01-29,USD,13223.4,1788.0,202.0,100.0,280.0,2370.0
INV-2026-5305,BOL202600305,ONE,2026-03-17,VND,21275.1,16856000.0,3283000.0,11025000.0,0.0,31164000.0
INV-2026-5306,BOL202600306,MSC,2026-06-14,USD,15977.5,924.0,92.4,50.0,280.0,1346.4
INV-2026-5307,BOL202600307,ONE,2026-02-22,USD,12183.2,618.0,92.7,550.0,80.0,1340.7
INV-2026-5308,BOL202600308,Maersk,2026-06-04,USD,25499.9,2365.0,281.0,850.0,200.0,3696.0
INV-2026-5309,BOL202600309,Evergreen,2026-04-29,USD,23031.3,2371.0,170.0,0.0,280.0,2821.0
INV-2026-5310,BOL202600310,MSC,2026-04-07,USD,10028.8,2901.0,290.1,200.0,160.0,3551.1
INV-2026-5311,BOL202600311,Maersk,2026-06-14,USD,15091.5,1285.0,290.0,0.0,440.0,2015.0
INV-2026-5312,BOL202600312,ONE,2026-06-17,USD,12250.3,3193.0,225.0,0.0,40.0,3458.0
INV-2026-5313,BOL202600313,ONE,2026-04-29,USD,24165.1,2437.0,218.0,750.0,280.0,3685.0
INV-2026-5314,BOL202600314,CMA CGM,2026-04-29,VND,23666.7,1790.0,214.8,0.0,0.0,2004.8
INV-2026-5315,BOL202600315,Maersk,2026-01-22,USD,21721.4,1347.0,219.0,850.0,80.0,2496.0
INV-2026-5316,BOL202600316,Maersk,2026-06-05,USD,16005.6,997.0,154.0,450.0,200.0,1801.0
INV-2026-5317,BOL202600317,CMA CGM,2026-03-21,USD,22787.1,3022.0,239.0,0.0,0.0,3261.0
INV-2026-5318,BOL202600318,MSC,2026-04-18,USD,11187.2,2778.0,416.7,650.0,160.0,4004.7
INV-2026-5319,BOL202600319,COSCO,2026-03-05,EUR,24370.0,1770.0,126.0,100.0,280.0,2276.0
INV-2026-5320,BOL202600320,COSCO,2026-05-21,EUR,20458.2,823.0,209.0,650.0,80.0,1762.0
INV-2026-5321,BOL202600321,COSCO,2026-03-03,USD,13288.8,2173.0,296.0,50.0,280.0,2799.0
INV-2026-5322,BOL202600322,CMA CGM,2026-06-19,EUR,14758.4,1446.0,289.0,0.0,80.0,1815.0
INV-2026-5323,BOL202600323,ONE,2026-06-29,USD,15773.3,2264.0,226.4,0.0,80.0,2570.4
INV-2026-5324,BOL202600324,CMA CGM,2026-05-30,USD,20211.1,627.0,62.7,200.0,0.0,889.7
INV-2026-5325,BOL202600325,CMA CGM,2026-04-21,USD,24318.0,3172.0,239.0,0.0,240.0,3651.0
INV-2026-5326,BOL202600326,Evergreen,2026-06-21,EUR,24167.9,1077.0,92.7,0.0,120.0,1289.7
INV-2026-5327,BOL202600327,Evergreen,2026-02-08,USD,14214.4,3264.0,391.68,350.0,0.0,4005.68
INV-2026-5328,BOL202600328,Maersk,2026-03-06,USD,16623.8,1875.0,258.0,0.0,240.0,2373.0
INV-2026-5329,BOL202600329,CMA CGM,2026-02-15,USD,16698.1,3022.0,239.0,250.0,120.0,3631.0
INV-2026-5330,BOL202600330,Maersk,2026-06-20,USD,11263.3,1624.0,139.0,200.0,240.0,2203.0
INV-2026-5331,BOL202600331,MSC,2026-06-20,VND,22115.0,73965500.0,11094825.0,0.0,0.0,85060325.0
INV-2026-5332,BOL202600332,MSC,2026-03-15,USD,16966.3,1016.0,279.0,0.0,200.0,1495.0
INV-2026-5333,BOL202600333,Evergreen,2026-04-04,USD,24626.8,3255.0,269.0,200.0,80.0,3804.0
INV-2026-5334,BOL202600334,COSCO,2026-06-21,USD,23706.0,2549.0,232.0,200.0,0.0,2981.0
INV-2026-5335,BOL202600335,Evergreen,2026-07-02,VND,12394.3,927.0,92.7,350.0,200.0,1569.7
INV-2026-5336,BOL202600336,Evergreen,2026-02-16,USD,11615.8,1915.0,128.0,550.0,240.0,2833.0
INV-2026-5337,BOL202600337,ONE,2026-04-29,EUR,20476.6,2426.0,182.0,200.0,200.0,3008.0
INV-2026-5338,BOL202600338,Evergreen,2026-02-01,USD,12301.6,3043.0,293.0,450.0,360.0,4146.0
INV-2026-5339,BOL202600339,MSC,2026-05-01,USD,24063.3,1769.0,206.0,0.0,0.0,1975.0
INV-2026-5340,BOL202600340,MSC,2026-05-28,USD,10323.7,1144.0,199.0,0.0,80.0,1423.0
INV-2026-5341,BOL202600341,COSCO,2026-05-27,USD,13647.3,2173.0,296.0,350.0,120.0,2939.0
INV-2026-5342,BOL202600342,COSCO,2026-04-19,USD,19679.7,3244.0,324.4,0.0,120.0,3688.4
INV-2026-5343,BOL202600343,COSCO,2026-03-29,EUR,22151.9,870.0,130.5,550.0,0.0,1550.5
INV-2026-5344,BOL202600344,CMA CGM,2026-06-10,USD,12170.4,2242.0,210.0,650.0,320.0,3422.0
INV-2026-5345,BOL202600345,CMA CGM,2026-01-30,EUR,23326.9,1446.0,289.0,0.0,0.0,1735.0
INV-2026-5346,BOL202600346,Evergreen,2026-05-15,USD,21274.1,1708.0,226.0,100.0,200.0,2234.0
INV-2026-5347,BOL202600347,ONE,2026-06-08,USD,11982.0,2264.0,226.4,0.0,120.0,2610.4
INV-2026-5348,BOL202600348,Maersk,2026-06-07,USD,23927.7,2092.0,291.0,150.0,120.0,2653.0
INV-2026-5349,BOL202600349,CMA CGM,2026-04-23,VND,14138.6,1589.0,184.0,0.0,0.0,1773.0
INV-2026-5350,BOL202600350,ONE,2026-02-14,EUR,23713.8,1230.0,123.0,0.0,240.0,1593.0
INV-2026-5351,BOL202600351,CMA CGM,2026-03-22,VND,18212.5,19869500.0,1986950.0,0.0,4900000.0,26756450.0
INV-2026-5352,BOL202600352,ONE,2026-02-28,USD,10135.4,2264.0,226.4,200.0,80.0,2770.4
INV-2026-5353,BOL202600353,Maersk,2026-04-14,VND,23625.4,33001500.0,5365500.0,1225000.0,0.0,39592000.0
INV-2026-5354,BOL202600354,MSC,2026-05-27,USD,23189.0,3207.0,320.7,350.0,0.0,3877.7
INV-2026-5355,BOL202600355,Maersk,2026-01-30,USD,19500.4,2199.0,204.0,0.0,240.0,2643.0
INV-2026-5356,BOL202600356,CMA CGM,2026-03-06,EUR,15202.2,1589.0,184.0,50.0,240.0,2063.0
INV-2026-5357,BOL202600357,COSCO,2026-04-10,USD,22247.6,1448.0,300.0,450.0,200.0,2398.0
INV-2026-5358,BOL202600358,Maersk,2026-05-11,EUR,21540.5,1496.0,201.9,100.0,80.0,1877.9
INV-2026-5359,BOL202600359,MSC,2026-04-07,USD,21787.7,749.0,222.0,350.0,280.0,1601.0
INV-2026-5360,BOL202600360,COSCO,2026-03-18,VND,13557.8,959.0,296.0,250.0,120.0,1625.0
INV-2026-5361,BOL202600361,ONE,2026-04-28,EUR,23450.2,1535.0,279.0,0.0,80.0,1894.0
INV-2026-5362,BOL202600362,Maersk,2026-02-27,EUR,14138.4,2293.0,183.0,450.0,0.0,2926.0
INV-2026-5363,BOL202600363,MSC,2026-04-15,USD,13573.2,1619.0,206.0,50.0,120.0,1995.0
INV-2026-5364,BOL202600364,Evergreen,2026-05-03,EUR,17420.2,927.0,92.7,200.0,0.0,1219.7
INV-2026-5365,BOL202600365,CMA CGM,2026-06-21,USD,13112.7,1529.0,152.9,750.0,240.0,2671.9
INV-2026-5366,BOL202600366,ONE,2026-05-05,EUR,23933.6,931.0,111.72,0.0,0.0,1042.72
INV-2026-5367,BOL202600367,COSCO,2026-04-30,VND,24285.5,2575.0,191.0,0.0,40.0,2806.0
INV-2026-5368,BOL202600368,ONE,2026-03-09,USD,20096.5,3050.0,280.0,0.0,320.0,3650.0
INV-2026-5369,BOL202600369,ONE,2026-02-04,EUR,13350.1,1535.0,279.0,200.0,0.0,2014.0
INV-2026-5370,BOL202600370,MSC,2026-05-27,VND,16939.4,20800500.0,2496060.0,3675000.0,1960000.0,28931560.0
INV-2026-5371,BOL202600371,Maersk,2026-06-09,USD,21690.5,3231.0,203.0,650.0,40.0,4124.0
INV-2026-5372,BOL202600372,CMA CGM,2026-06-09,USD,21737.7,1488.0,245.0,550.0,40.0,2323.0
INV-2026-5373,BOL202600373,Evergreen,2026-04-13,EUR,18053.4,1969.0,270.0,0.0,0.0,2239.0
INV-2026-5374,BOL202600374,Evergreen,2026-02-09,USD,17294.8,589.0,190.0,350.0,360.0,1489.0
INV-2026-5375,BOL202600375,ONE,2026-04-29,USD,25927.6,3262.0,201.0,650.0,200.0,4313.0
INV-2026-5376,BOL202600376,COSCO,2026-04-26,USD,24510.3,2549.0,232.0,0.0,40.0,2821.0
INV-2026-5377,BOL202600377,Maersk,2026-03-22,USD,10350.6,1447.0,297.0,0.0,0.0,1744.0
INV-2026-5378,BOL202600378,MSC,2026-04-22,USD,20245.1,2928.0,416.7,200.0,0.0,3544.7
INV-2026-5379,BOL202600379,MSC,2026-02-04,USD,10315.9,1019.0,254.0,0.0,160.0,1433.0
INV-2026-5380,BOL202600380,ONE,2026-05-25,VND,14043.8,931.0,111.72,0.0,0.0,1042.72
INV-2026-5381,BOL202600381,MSC,2026-01-30,USD,13429.4,1019.0,254.0,50.0,280.0,1603.0
INV-2026-5382,BOL202600382,MSC,2026-03-07,USD,11678.6,2911.0,124.0,350.0,0.0,3385.0
INV-2026-5383,BOL202600383,Maersk,2026-04-06,USD,17963.8,1875.0,258.0,0.0,80.0,2213.0
INV-2026-5384,BOL202600384,CMA CGM,2026-06-07,USD,16556.1,627.0,62.7,0.0,240.0,929.7
INV-2026-5385,BOL202600385,Maersk,2026-05-31,USD,17690.6,2199.0,204.0,200.0,0.0,2603.0
INV-2026-5386,BOL202600386,CMA CGM,2026-02-15,USD,20704.4,1505.0,180.6,0.0,240.0,1925.6
INV-2026-5387,BOL202600387,Evergreen,2026-02-12,USD,20309.4,2266.0,253.92,50.0,0.0,2569.92
INV-2026-5388,BOL202600388,MSC,2026-05-19,USD,23636.0,1019.0,254.0,650.0,320.0,2243.0
INV-2026-5389,BOL202600389,Evergreen,2026-04-21,USD,11520.0,1000.0,143.0,200.0,0.0,1343.0
INV-2026-5390,BOL202600390,COSCO,2026-03-15,EUR,17003.4,959.0,296.0,0.0,280.0,1535.0
INV-2026-5391,BOL202600391,Evergreen,2026-02-21,EUR,12925.9,1077.0,92.7,150.0,120.0,1439.7
INV-2026-5392,BOL202600392,Evergreen,2026-04-12,USD,17651.9,1765.0,128.0,250.0,0.0,2143.0
INV-2026-5393,BOL202600393,CMA CGM,2026-02-21,EUR,10938.3,1005.0,166.0,0.0,80.0,1251.0
INV-2026-5394,BOL202600394,MSC,2026-06-07,EUR,16076.0,2299.0,275.88,200.0,0.0,2774.88
INV-2026-5395,BOL202600395,Evergreen,2026-03-10,EUR,11807.0,925.0,92.5,200.0,0.0,1217.5
INV-2026-5396,BOL202600396,COSCO,2026-02-14,USD,10197.8,792.0,79.2,150.0,280.0,1301.2
INV-2026-5397,BOL202600397,MSC,2026-06-21,VND,20717.5,53483500.0,7471275.0,3675000.0,5880000.0,70509775.0
INV-2026-5398,BOL202600398,Maersk,2026-02-24,VND,16241.1,79159500.0,4973500.0,6125000.0,5880000.0,96138000.0
INV-2026-5399,BOL202600399,MSC,2026-05-03,EUR,22987.8,2266.0,226.6,0.0,0.0,2492.6
INV-2026-5400,BOL202600400,COSCO,2026-03-16,VND,23910.7,28003500.0,2800350.0,15925000.0,4900000.0,51628850.0
INV-2026-5401,BOL202600401,Maersk,2026-04-17,USD,14450.5,2199.0,204.0,0.0,160.0,2563.0
INV-2026-5402,BOL202600402,Evergreen,2026-05-06,USD,11261.3,2473.0,206.0,650.0,200.0,3529.0
INV-2026-5403,BOL202600403,CMA CGM,2026-05-16,USD,17153.1,811.0,81.1,100.0,360.0,1352.1
INV-2026-5404,BOL202600404,Maersk,2026-01-28,EUR,10573.3,2825.0,239.0,0.0,120.0,3184.0
INV-2026-5405,BOL202600405,MSC,2026-04-12,USD,17299.3,1086.0,137.0,100.0,120.0,1443.0
INV-2026-5406,BOL202600406,MSC,2026-04-01,USD,22278.7,2084.72,208.47,92.0,331.2,2716.39
INV-2026-5407,BOL202600407,Evergreen,2026-05-05,USD,22149.1,589.0,190.0,0.0,120.0,899.0
INV-2026-5408,BOL202600408,ONE,2026-04-30,USD,15982.2,2762.0,143.0,0.0,0.0,2905.0
INV-2026-5409,BOL202600409,Maersk,2026-05-30,USD,21880.2,2365.0,281.0,0.0,0.0,2646.0
INV-2026-5410,BOL202600410,CMA CGM,2026-03-15,USD,23635.1,627.0,62.7,200.0,40.0,929.7
INV-2026-5411,BOL202600411,Maersk,2026-04-17,EUR,10744.0,1346.0,201.9,550.0,320.0,2417.9
INV-2026-5412,BOL202600412,CMA CGM,2026-06-21,USD,17208.1,1505.0,180.6,200.0,240.0,2125.6
INV-2026-5413,BOL202600413,ONE,2026-03-10,EUR,24964.9,1208.0,257.0,100.0,160.0,1725.0
INV-2026-5414,BOL202600414,CMA CGM,2026-03-12,USD,12054.1,1638.0,245.0,450.0,200.0,2533.0
INV-2026-5415,BOL202600415,CMA CGM,2026-04-23,EUR,19743.9,1589.0,184.0,650.0,0.0,2423.0
INV-2026-5416,BOL202600416,Maersk,2026-04-13,USD,25527.9,997.0,154.0,450.0,0.0,1601.0
INV-2026-5417,BOL202600417,Maersk,2026-03-09,USD,24183.0,3231.0,203.0,0.0,280.0,3714.0
INV-2026-5418,BOL202600418,Maersk,2026-06-20,USD,24968.2,882.0,132.3,0.0,40.0,1054.3
INV-2026-5419,BOL202600419,Evergreen,2026-03-21,VND,24739.1,24500000.0,3503500.0,13475000.0,7840000.0,49318500.0
INV-2026-5420,BOL202600420,Maersk,2026-03-17,VND,22172.4,1346.0,201.9,100.0,280.0,1927.9
INV-2026-5421,BOL202600421,ONE,2026-06-27,EUR,24301.9,931.0,111.72,0.0,80.0,1122.72
INV-2026-5422,BOL202600422,Maersk,2026-01-28,VND,20724.1,74774000.0,7080500.0,1225000.0,2940000.0,86019500.0
INV-2026-5423,BOL202600423,Evergreen,2026-04-09,USD,10992.5,1765.0,128.0,0.0,240.0,2133.0
INV-2026-5424,BOL202600424,COSCO,2026-02-09,EUR,11639.7,1920.0,126.0,550.0,240.0,2836.0
INV-2026-5425,BOL202600425,Evergreen,2026-03-31,USD,22548.9,3255.0,269.0,200.0,280.0,4004.0
INV-2026-5426,BOL202600426,MSC,2026-02-11,EUR,25307.2,2266.0,226.6,0.0,240.0,2732.6
INV-2026-5427,BOL202600427,Maersk,2026-02-03,EUR,13249.4,2825.0,239.0,550.0,0.0,3614.0
INV-2026-5428,BOL202600428,CMA CGM,2026-04-28,EUR,25428.6,1589.0,184.0,200.0,0.0,1973.0
INV-2026-5429,BOL202600429,CMA CGM,2026-02-11,EUR,21761.3,1499.0,162.0,150.0,0.0,1811.0
INV-2026-5430,BOL202600430,MSC,2026-05-18,EUR,12081.1,1898.0,133.0,550.0,0.0,2581.0
INV-2026-5431,BOL202600431,Evergreen,2026-01-30,USD,24999.9,2371.0,170.0,0.0,40.0,2581.0
INV-2026-5432,BOL202600432,ONE,2026-02-12,EUR,21586.6,1230.0,123.0,0.0,280.0,1633.0
INV-2026-5433,BOL202600433,Evergreen,2026-04-17,VND,18329.7,77224000.0,11583600.0,4900000.0,1960000.0,95667600.0
INV-2026-5434,BOL202600434,ONE,2026-06-20,USD,20613.4,2437.0,218.0,100.0,0.0,2755.0
INV-2026-5435,BOL202600435,CMA CGM,2026-03-29,USD,23179.0,1505.0,180.6,0.0,0.0,1685.6
INV-2026-5436,BOL202600436,Maersk,2026-05-03,EUR,24643.9,1346.0,201.9,0.0,0.0,1547.9
INV-2026-5437,BOL202600437,ONE,2026-04-24,USD,25119.8,2842.0,179.0,0.0,360.0,3381.0
INV-2026-5438,BOL202600438,CMA CGM,2026-04-01,USD,23153.7,627.0,62.7,250.0,240.0,1179.7
INV-2026-5439,BOL202600439,ONE,2026-05-31,USD,21601.1,2762.0,143.0,0.0,240.0,3145.0
INV-2026-5440,BOL202600440,Evergreen,2026-06-06,USD,13372.5,3043.0,293.0,650.0,40.0,4026.0
INV-2026-5441,BOL202600441,COSCO,2026-05-10,USD,23260.0,2997.0,299.7,650.0,80.0,4026.7
INV-2026-5442,BOL202600442,Maersk,2026-02-13,EUR,11400.3,2811.0,337.32,0.0,0.0,3148.32
INV-2026-5443,BOL202600443,Evergreen,2026-06-12,USD,13642.3,1000.0,143.0,150.0,160.0,1453.0
INV-2026-5444,BOL202600444,COSCO,2026-05-25,USD,10270.3,3315.0,397.8,0.0,160.0,3872.8
INV-2026-5445,BOL202600445,ONE,2026-01-21,EUR,19369.7,1230.0,123.0,550.0,0.0,1903.0
INV-2026-5446,BOL202600446,COSCO,2026-04-22,USD,20974.1,985.0,275.0,0.0,0.0,1260.0
INV-2026-5447,BOL202600447,MSC,2026-05-22,EUR,20571.6,2299.0,275.88,0.0,160.0,2734.88
INV-2026-5448,BOL202600448,COSCO,2026-03-19,USD,22748.3,3403.0,267.0,50.0,320.0,4040.0
INV-2026-5449,BOL202600449,COSCO,2026-03-06,VND,24626.7,959.0,296.0,250.0,40.0,1545.0
INV-2026-5450,BOL202600450,Maersk,2026-01-24,USD,10080.5,2499.0,299.88,50.0,160.0,3008.88
INV-2026-5451,BOL202600451,Evergreen,2026-06-11,USD,21972.7,2709.0,255.0,0.0,40.0,3004.0
INV-2026-5452,BOL202600452,MSC,2026-05-09,USD,13532.6,2911.0,124.0,0.0,0.0,3035.0
INV-2026-5453,BOL202600453,Maersk,2026-03-09,EUR,24917.9,2293.0,183.0,100.0,240.0,2816.0
INV-2026-5454,BOL202600454,ONE,2026-06-11,USD,11077.8,2760.0,236.0,200.0,360.0,3556.0
INV-2026-5455,BOL202600455,ONE,2026-06-30,EUR,15714.2,2838.0,283.8,250.0,0.0,3371.8
INV-2026-5456,BOL202600456,Evergreen,2026-02-22,USD,24401.9,3255.0,269.0,100.0,240.0,3864.0
INV-2026-5457,BOL202600457,ONE,2026-04-24,USD,12438.3,2762.0,143.0,100.0,120.0,3125.0
INV-2026-5458,BOL202600458,ONE,2026-05-17,USD,21395.2,1593.0,191.16,50.0,0.0,1834.16
INV-2026-5459,BOL202600459,Evergreen,2026-04-25,USD,15305.0,1811.48,248.4,184.0,110.4,2354.28
INV-2026-5460,BOL202600460,Maersk,2026-04-30,USD,11741.3,3052.0,289.0,350.0,0.0,3691.0
INV-2026-5461,BOL202600461,CMA CGM,2026-04-04,EUR,13142.9,1790.0,214.8,650.0,240.0,2894.8
INV-2026-5462,BOL202600462,CMA CGM,2026-02-10,USD,23593.4,1488.0,245.0,0.0,200.0,1933.0
INV-2026-5463,BOL202600463,COSCO,2026-06-29,USD,13404.2,1271.0,168.15,150.0,80.0,1669.15
INV-2026-5464,BOL202600464,Evergreen,2026-06-23,VND,12378.1,66885000.0,3307500.0,0.0,4900000.0,75092500.0
INV-2026-5465,BOL202600465,MSC,2026-04-09,USD,18166.6,1086.0,137.0,100.0,240.0,1563.0
INV-2026-5466,BOL202600466,Evergreen,2026-01-29,USD,22904.6,2309.0,270.0,250.0,0.0,2829.0
INV-2026-5467,BOL202600467,MSC,2026-06-05,VND,12866.3,71074500.0,7107450.0,6125000.0,0.0,84306950.0
INV-2026-5468,BOL202600468,CMA CGM,2026-06-06,USD,11005.8,2709.0,325.08,0.0,0.0,3034.08
INV-2026-5469,BOL202600469,MSC,2026-03-23,USD,24686.4,1019.0,254.0,0.0,320.0,1593.0
INV-2026-5470,BOL202600470,CMA CGM,2026-04-15,USD,18342.0,1795.0,262.0,750.0,360.0,3167.0
